"Hospital_ID,Hospital_Name,City,Hospital_Type,Beds,Daily_Patients,Avg_Wait_Time_Min,Contactless_Registration,Online_Appointment,Telemedicine,Digital_Health_Records,Cleanliness_Rating,Food_Service_Rating,Patient_Hospitality_Rating,CCTV_Coverage_Percentage,Security_Staff,Infection_Control_Score,Patient_Satisfaction,AI_Assisted_Services,Overall_Trend"
"H00493,Coimbatore Care Hospital 493,Bengaluru,Multispeciality,740.0,678.0,35.0,YES,Yes,No,Yes,4.4,3.5,2.4,80.0,100.0,85.0,4.7,Yes,IoT Healthcare"
"H00494,Madurai Care Hospital 494,Hyderabad,Multispeciality,1132.0,1448.0,13.0,No,No,No,No,3.5,3.9,2.4,74.0,87.0,84.0,3.5,yes,Patient-Centric Care"
"H00495,Bengaluru Care Hospital 495,Bengaluru,Government,880.0,1610.0,119.0,yes,No,Yes,No,4.3,2.4,3.5,44.0,138.0,96.0,3.6,No,Patient-Centric Care"
"H00496,Kochi Care Hospital 496,Hyderabad,Government,1287.0,1128.0,10.0,yes,NO,Yes,Yes,3.7,4.9,2.9,75.0,138.0,57.0,4.2,No,Enhanced Security"
"H00497,Chennai Care Hospital 497,Hyderabad,Private,1105.0,1414.0,92.0,Yes,No,No,Yes,2.4,2.1,2.8,67.0,116.0,69.0,4.7,yes,Smart Hospital"
"H00498,Coimbatore Care Hospital 498,Kochi,Private,1295.0,181.0,74.0,yes,NO,No,No,3.5,3.6,2.0,73.0,116.0,70.0,3.5,YES,Enhanced Security"
"H00499,Coimbatore Care Hospital 499,Chennai,Multispeciality,228.0,736.0,68.0,yes,No,No,No,3.1,4.5,3.8,90.0,83.0,75.0,2.3,No,Unknown"
"H00500,Coimbatore Care Hospital 500,Delhi,Multispeciality,589.0,1312.0,119.0,Yes,YES,No,No,3.5,3.5,3.9,62.0,116.0,75.0,2.9,No,Contactless Healthcare"
"H00501,Jaipur Care Hospital 501,Chennai,Multispeciality,425.0,2126.0,85.0,No,Yes,Yes,Yes,3.9,2.9,3.2,58.0,59.0,69.0,2.2,YES,IoT Healthcare"
"H00502,Coimbatore Care Hospital 502,Jaipur,Specialty,91.0,599.0,10.0,YES,YES,No,Yes,2.0,3.2,3.1,43.0,116.0,85.0,4.1,yes,Contactless Healthcare"
"H00503,Kochi Care Hospital 503,Mumbai,Private,762.0,1128.0,75.0,No,No,Yes,Yes,3.4,4.0,2.2,36.0,66.0,96.0,3.3,No,Enhanced Security"
"H00504,Mumbai Care Hospital 504,Pune,Private,919.0,755.0,108.0,Yes,NO,Yes,Yes,2.5,3.8,3.5,39.0,47.0,98.0,3.2,No,Patient-Centric Care"
"H00505,Jaipur Care Hospital 505,Madurai,Government,794.0,629.0,87.0,No,YES,No,No,4.4,4.5,4.1,90.0,116.0,52.0,4.0,yes,AI Healthcare"
"H00506,Mumbai Care Hospital 506,Bengaluru,Private,1313.0,1128.0,75.0,Yes,NO,No,Yes,3.7,3.8,3.5,34.0,11.0,70.0,2.3,No,Unknown"
"H00507,Mumbai Care Hospital 507,Delhi,Private,1089.0,1409.0,136.0,yes,No,No,No,4.7,4.5,4.5,49.0,165.0,71.0,3.3,yes,Patient-Centric Care"
"H00508,Kochi Care Hospital 508,Pune,Multispeciality,1161.0,319.0,75.0,YES,NO,Yes,Yes,3.4,4.5,2.4,31.0,137.0,63.0,3.3,yes,Patient-Centric Care"
"H00509,Bengaluru Care Hospital 509,Delhi,Private,248.0,294.0,75.0,No,YES,Yes,No,2.8,2.7,4.9,97.0,34.0,50.0,3.1,No,IoT Healthcare"
"H00510,Kochi Care Hospital 510,Madurai,Private,374.0,1697.0,32.0,YES,Yes,Yes,No,3.9,2.8,3.2,94.0,116.0,85.0,3.7,yes,Unknown"
"H00511,Coimbatore Care Hospital 511,Coimbatore,Specialty,411.0,78.0,75.0,No,No,Yes,Yes,3.8,3.0,2.4,37.0,107.0,80.0,3.5,No,Unknown"
"H00512,Madurai Care Hospital 512,Bengaluru,Specialty,575.0,1128.0,102.0,YES,Yes,Yes,No,2.2,2.3,2.5,42.0,40.0,76.0,3.2,No,Unknown"
"H00513,Chennai Care Hospital 513,Hyderabad,Multispeciality,1070.0,1128.0,75.0,yes,No,Yes,Yes,3.5,3.0,3.3,89.0,51.0,66.0,4.2,YES,Smart Hospital"
"H00514,Kochi Care Hospital 514,Madurai,Government,737.0,1128.0,48.0,yes,No,Yes,No,5.0,3.0,2.1,89.0,36.0,52.0,3.3,No,Smart Hospital"
"H00515,Jaipur Care Hospital 515,Mumbai,Private,1175.0,333.0,119.0,yes,No,Yes,No,3.0,3.4,3.6,89.0,192.0,79.0,2.3,No,IoT Healthcare"
"H00516,Chennai Care Hospital 516,Madurai,Specialty,1336.0,1128.0,29.0,Yes,No,Yes,No,2.1,4.0,2.2,30.0,90.0,56.0,3.5,YES,IoT Healthcare"
"H00517,Pune Care Hospital 517,Jaipur,Government,593.0,1212.0,15.0,No,No,No,No,2.1,4.5,2.1,99.0,177.0,93.0,4.4,No,Digital Patient Care"
"H00518,Hyderabad Care Hospital 518,Kochi,Government,700.0,2151.0,125.0,yes,No,Yes,Yes,4.6,3.7,2.8,67.0,163.0,75.0,2.8,Yes,Enhanced Security"
"H00519,Madurai Care Hospital 519,Bengaluru,Specialty,879.0,1712.0,23.0,Yes,No,Yes,No,3.1,5.0,4.4,69.0,34.0,65.0,2.4,yes,Patient-Centric Care"
"H00520,Bengaluru Care Hospital 520,Jaipur,Specialty,226.0,709.0,24.0,YES,No,Yes,No,2.9,2.2,4.2,96.0,80.0,84.0,4.9,yes,Smart Hospital"
"H00521,Bengaluru Care Hospital 521,Mumbai,Private,737.0,1128.0,75.0,YES,YES,Yes,No,2.2,4.7,3.2,45.0,123.0,52.0,2.5,Yes,Green Hospital"
"H00522,Mumbai Care Hospital 522,Bengaluru,Private,1102.0,299.0,103.0,YES,No,No,Yes,3.5,3.0,3.7,57.0,45.0,98.0,3.5,Yes,Contactless Healthcare"
"H00523,Jaipur Care Hospital 523,Pune,Specialty,311.0,734.0,108.0,No,YES,Yes,Yes,2.9,4.5,3.9,74.0,83.0,75.0,3.9,Yes,IoT Healthcare"
"H00524,Hyderabad Care Hospital 524,Kochi,Specialty,511.0,79.0,20.0,YES,Yes,Yes,Yes,4.8,3.5,3.5,45.0,162.0,57.0,3.8,yes,Green Hospital"
"H00525,Pune Care Hospital 525,Hyderabad,Multispeciality,583.0,502.0,106.0,Yes,No,Yes,Yes,4.6,4.9,3.5,67.0,204.0,66.0,4.3,No,Digital Patient Care"
"H00526,Kochi Care Hospital 526,Chennai,Government,303.0,1184.0,103.0,YES,YES,Yes,No,2.4,4.4,4.8,31.0,217.0,96.0,2.3,Yes,Patient-Centric Care"
"H00527,Mumbai Care Hospital 527,Hyderabad,Government,895.0,2144.0,109.0,yes,YES,Yes,Yes,4.5,2.8,4.8,75.0,7.0,96.0,3.2,Yes,Contactless Healthcare"
"H00528,Coimbatore Care Hospital 528,Mumbai,Specialty,800.8190675017397,1736.0,79.0,Yes,Yes,Yes,No,3.5,3.7,3.4,62.0,48.0,70.0,2.7,yes,Digital Patient Care"
"H00529,Hyderabad Care Hospital 529,Chennai,Government,1026.0,178.0,9.0,YES,YES,Yes,Yes,3.3,4.3,3.6,81.0,199.0,96.0,3.5,yes,Enhanced Security"
"H00530,Madurai Care Hospital 530,Jaipur,Private,311.0,688.0,138.0,YES,No,Yes,Yes,3.5,3.4,4.8,67.0,30.0,79.0,4.1,No,Green Hospital"
"H00531,Pune Care Hospital 531,Hyderabad,Multispeciality,986.0,692.0,23.0,YES,No,Yes,No,3.9,3.5,2.5,66.0,99.0,51.0,3.1,No,Digital Patient Care"
"H00532,Chennai Care Hospital 532,Hyderabad,Private,1368.0,453.0,52.0,YES,No,No,Yes,2.7,4.0,2.2,67.0,38.0,75.0,2.4,yes,Green Hospital"
"H00533,Jaipur Care Hospital 533,Hyderabad,Private,800.8190675017397,916.0,130.0,yes,No,No,No,3.5,3.1,3.5,67.0,116.0,91.0,4.2,YES,IoT Healthcare"
"H00534,Hyderabad Care Hospital 534,Jaipur,Specialty,524.0,611.0,121.0,YES,YES,Yes,No,3.6,3.2,3.8,67.0,35.0,73.0,2.8,yes,Unknown"
"H00535,Coimbatore Care Hospital 535,Hyderabad,Government,1276.0,349.0,117.0,yes,Yes,No,Yes,3.9,2.4,3.3,39.0,190.0,59.0,2.3,YES,Digital Patient Care"
"H00536,Coimbatore Care Hospital 536,Madurai,Multispeciality,313.0,2195.0,103.0,YES,YES,No,Yes,2.6,3.5,3.0,32.0,160.0,82.0,4.4,No,AI Healthcare"
"H00537,Madurai Care Hospital 537,Coimbatore,Multispeciality,1128.0,115.0,139.0,yes,YES,Yes,Yes,3.2,4.0,3.7,81.0,133.0,74.0,3.5,yes,Contactless Healthcare"
"H00538,Delhi Care Hospital 538,Kochi,Government,883.0,836.0,75.0,yes,NO,Yes,No,4.5,2.9,4.1,81.0,162.0,67.0,4.6,yes,Unknown"
"H00539,Madurai Care Hospital 539,Pune,Government,452.0,2112.0,85.0,YES,NO,Yes,Yes,3.1,4.4,4.3,88.0,46.0,74.0,2.0,Yes,Unknown"
"H00540,Hyderabad Care Hospital 540,Bengaluru,Government,921.0,769.0,38.0,yes,No,No,Yes,3.5,4.5,2.2,57.0,188.0,76.0,2.6,No,IoT Healthcare"
"H00541,Mumbai Care Hospital 541,Coimbatore,Government,761.0,1696.0,94.0,No,Yes,No,No,4.6,5.0,3.1,67.0,64.0,60.0,2.5,Yes,Enhanced Security"
"H00542,Madurai Care Hospital 542,Bengaluru,Government,1449.0,1372.0,33.0,YES,YES,No,Yes,3.7,4.6,4.4,51.0,116.0,53.0,2.2,yes,Digital Patient Care"
"H00543,Delhi Care Hospital 543,Hyderabad,Specialty,800.8190675017397,943.0,127.0,No,No,No,Yes,2.0,4.4,2.3,67.0,10.0,75.0,2.5,Yes,IoT Healthcare"
"H00544,Pune Care Hospital 544,Madurai,Multispeciality,1302.0,2054.0,103.0,yes,Yes,No,No,3.2,4.9,2.5,92.0,129.0,74.0,3.7,Yes,Unknown"
"H00545,Hyderabad Care Hospital 545,Jaipur,Government,308.0,994.0,57.0,No,Yes,No,No,3.2,2.8,3.5,47.0,116.0,90.0,2.7,yes,Green Hospital"
"H00546,Pune Care Hospital 546,Coimbatore,Government,397.0,1128.0,42.0,yes,YES,No,Yes,3.4,2.6,2.1,31.0,207.0,72.0,3.6,YES,Digital Patient Care"
"H00547,Madurai Care Hospital 547,Mumbai,Multispeciality,1271.0,817.0,90.0,Yes,No,No,Yes,3.5,4.2,4.1,44.0,157.0,60.0,4.7,No,Digital Patient Care"
"H00548,Mumbai Care Hospital 548,Hyderabad,Private,607.0,631.0,5.0,No,No,No,Yes,4.1,2.9,4.5,63.0,175.0,72.0,3.1,Yes,Contactless Healthcare"
"H00549,Bengaluru Care Hospital 549,Chennai,Multispeciality,614.0,209.0,111.0,YES,No,Yes,Yes,4.5,3.8,3.9,35.0,148.0,51.0,3.5,No,IoT Healthcare"
"H00550,Jaipur Care Hospital 550,Chennai,Government,922.0,1781.0,122.0,yes,YES,Yes,No,3.4,2.2,3.1,67.0,174.0,87.0,3.8,yes,Green Hospital"
"H00551,Bengaluru Care Hospital 551,Jaipur,Multispeciality,300.0,1128.0,148.0,YES,YES,No,Yes,3.7,3.1,4.9,93.0,36.0,87.0,3.5,YES,AI Healthcare"
"H00552,Jaipur Care Hospital 552,Bengaluru,Government,576.0,783.0,12.0,No,No,Yes,Yes,2.5,2.4,2.9,44.0,46.0,93.0,4.2,No,Smart Hospital"
"H00553,Coimbatore Care Hospital 553,Bengaluru,Government,390.0,1130.0,12.0,Yes,NO,No,Yes,4.9,3.7,4.1,43.0,113.0,78.0,2.5,yes,Digital Patient Care"
"H00554,Mumbai Care Hospital 554,Kochi,Specialty,1184.0,1128.0,29.0,YES,Yes,No,No,2.0,3.2,2.6,35.0,120.0,100.0,3.4,YES,Green Hospital"
"H00555,Jaipur Care Hospital 555,Hyderabad,Private,800.8190675017397,1814.0,76.0,yes,YES,Yes,No,3.5,2.4,2.8,91.0,102.0,65.0,2.8,YES,Green Hospital"
"H00556,Bengaluru Care Hospital 556,Hyderabad,Specialty,1021.0,1903.0,79.0,yes,YES,Yes,Yes,3.0,4.2,2.5,71.0,138.0,77.0,4.1,Yes,Unknown"
"H00557,Kochi Care Hospital 557,Kochi,Multispeciality,921.0,192.0,94.0,YES,No,No,Yes,3.5,3.5,4.1,81.0,85.0,82.0,3.5,yes,Contactless Healthcare"
"H00558,Hyderabad Care Hospital 558,Kochi,Multispeciality,681.0,1562.0,63.0,No,YES,No,No,2.4,2.1,4.9,98.0,108.0,61.0,4.8,No,AI Healthcare"
"H00559,Hyderabad Care Hospital 559,Madurai,Government,1156.0,875.0,75.0,YES,No,Yes,Yes,3.6,3.6,2.8,81.0,173.0,68.0,4.3,yes,Smart Hospital"
"H00560,Bengaluru Care Hospital 560,Pune,Specialty,1498.0,1149.0,75.0,Yes,NO,No,Yes,3.5,2.4,2.2,80.0,89.0,87.0,4.5,YES,Contactless Healthcare"
"H00561,Kochi Care Hospital 561,Coimbatore,Multispeciality,1168.0,837.0,118.0,No,NO,No,Yes,4.9,2.5,2.5,39.0,210.0,78.0,4.2,Yes,AI Healthcare"
"H00562,Delhi Care Hospital 562,Chennai,Multispeciality,626.0,2142.0,118.0,YES,NO,No,Yes,2.7,3.7,3.8,93.0,128.0,68.0,4.7,No,IoT Healthcare"
"H00563,Hyderabad Care Hospital 563,Bengaluru,Multispeciality,1304.0,279.0,62.0,Yes,Yes,No,Yes,4.5,2.3,2.1,67.0,116.0,66.0,4.2,YES,Patient-Centric Care"
"H00564,Kochi Care Hospital 564,Bengaluru,Multispeciality,1236.0,975.0,140.0,Yes,No,Yes,No,2.7,3.5,3.5,72.0,114.0,68.0,5.0,YES,IoT Healthcare"
"H00565,Hyderabad Care Hospital 565,Mumbai,Government,800.8190675017397,1331.0,31.0,yes,YES,Yes,Yes,4.1,2.9,3.7,45.0,97.0,68.0,4.4,Yes,IoT Healthcare"
"H00566,Bengaluru Care Hospital 566,Delhi,Specialty,1211.0,333.0,52.0,YES,YES,No,Yes,2.8,4.3,3.5,53.0,55.0,58.0,3.5,yes,Patient-Centric Care"
"H00567,Pune Care Hospital 567,Coimbatore,Specialty,1016.0,1769.0,146.0,No,YES,No,No,3.0,3.5,4.0,40.0,74.0,100.0,3.8,Yes,Green Hospital"
"H00568,Hyderabad Care Hospital 568,Mumbai,Government,474.0,1128.0,75.0,Yes,No,No,No,3.8,3.8,3.5,83.0,84.0,75.0,2.9,yes,Green Hospital"
"H00569,Pune Care Hospital 569,Bengaluru,Specialty,1342.0,593.0,105.0,No,No,Yes,Yes,4.0,4.0,3.6,94.0,215.0,75.0,3.9,Yes,Digital Patient Care"
"H00570,Kochi Care Hospital 570,Madurai,Government,391.0,839.0,59.0,YES,Yes,Yes,Yes,2.2,3.2,2.1,50.0,36.0,89.0,4.9,No,Digital Patient Care"
"H00571,Coimbatore Care Hospital 571,Coimbatore,Specialty,1348.0,1623.0,140.0,YES,Yes,Yes,Yes,4.0,2.2,4.8,59.0,163.0,58.0,3.7,Yes,Enhanced Security"
"H00572,Chennai Care Hospital 572,Madurai,Specialty,496.0,698.0,13.0,YES,NO,No,No,4.8,2.6,4.1,48.0,135.0,74.0,2.8,Yes,Green Hospital"
"H00573,Pune Care Hospital 573,Hyderabad,Multispeciality,1016.0,311.0,31.0,YES,YES,No,Yes,4.3,4.9,3.2,67.0,69.0,73.0,3.5,yes,Enhanced Security"
"H00574,Bengaluru Care Hospital 574,Hyderabad,Specialty,322.0,1914.0,128.0,yes,No,Yes,Yes,2.4,2.3,2.2,80.0,203.0,54.0,3.4,No,IoT Healthcare"
"H00575,Kochi Care Hospital 575,Pune,Private,1465.0,1128.0,11.0,YES,No,No,Yes,3.4,2.9,4.2,93.0,125.0,63.0,3.6,yes,Green Hospital"
"H00576,Bengaluru Care Hospital 576,Jaipur,Specialty,1436.0,1389.0,38.0,yes,Yes,No,Yes,4.6,3.2,4.2,72.0,68.0,84.0,2.4,yes,Unknown"
"H00577,Bengaluru Care Hospital 577,Pune,Government,1080.0,1663.0,75.0,yes,Yes,No,Yes,2.5,2.4,4.6,63.0,152.0,75.0,3.6,No,AI Healthcare"
"H00578,Delhi Care Hospital 578,Jaipur,Specialty,800.8190675017397,1128.0,75.0,YES,No,No,Yes,3.2,3.5,3.3,68.0,22.0,56.0,3.5,No,Enhanced Security"
"H00579,Bengaluru Care Hospital 579,Kochi,Government,1412.0,798.0,111.0,Yes,NO,No,Yes,4.7,3.0,3.9,82.0,180.0,71.0,3.5,No,Digital Patient Care"
"H00580,Coimbatore Care Hospital 580,Kochi,Specialty,1318.0,97.0,48.0,yes,YES,Yes,Yes,4.9,2.8,2.6,32.0,79.0,70.0,3.3,YES,Contactless Healthcare"
"H00581,Madurai Care Hospital 581,Mumbai,Multispeciality,456.0,828.0,107.0,yes,YES,Yes,Yes,4.2,4.7,2.3,84.0,38.0,75.0,3.2,No,Unknown"
"H00582,Bengaluru Care Hospital 582,Chennai,Private,860.0,2131.0,76.0,YES,No,Yes,No,3.9,3.1,4.4,83.0,19.0,77.0,3.5,YES,Smart Hospital"
"H00583,Mumbai Care Hospital 583,Bengaluru,Private,681.0,1004.0,39.0,YES,Yes,No,No,5.0,3.0,3.7,53.0,116.0,85.0,2.2,Yes,Contactless Healthcare"
"H00584,Bengaluru Care Hospital 584,Bengaluru,Private,1471.0,161.0,92.0,No,No,Yes,No,5.0,4.4,4.1,93.0,87.0,67.0,5.0,No,Contactless Healthcare"
"H00585,Kochi Care Hospital 585,Jaipur,Multispeciality,800.8190675017397,1907.0,94.0,yes,NO,Yes,Yes,3.6,2.1,3.9,83.0,163.0,59.0,2.4,Yes,Contactless Healthcare"
"H00586,Jaipur Care Hospital 586,Coimbatore,Specialty,172.0,567.0,35.0,yes,No,No,Yes,3.5,4.3,3.8,77.0,218.0,94.0,3.5,Yes,Green Hospital"
"H00587,Mumbai Care Hospital 587,Pune,Multispeciality,1278.0,1377.0,14.0,Yes,YES,Yes,Yes,4.7,2.2,4.6,56.0,116.0,83.0,3.5,YES,Green Hospital"
"H00588,Mumbai Care Hospital 588,Pune,Private,400.0,865.0,146.0,YES,Yes,No,Yes,2.7,3.5,4.0,32.0,197.0,73.0,3.5,Yes,IoT Healthcare"
"H00589,Hyderabad Care Hospital 589,Hyderabad,Multispeciality,434.0,1829.0,35.0,YES,No,Yes,No,4.4,4.2,4.7,75.0,75.0,72.0,2.2,YES,Green Hospital"
"H00590,Pune Care Hospital 590,Jaipur,Multispeciality,1141.0,1128.0,40.0,No,NO,No,Yes,2.5,2.0,2.9,57.0,135.0,79.0,3.5,Yes,Patient-Centric Care"
"H00591,Jaipur Care Hospital 591,Bengaluru,Specialty,1414.0,1366.0,75.0,YES,No,Yes,No,4.8,2.7,4.9,67.0,114.0,78.0,3.8,No,Enhanced Security"
"H00592,Bengaluru Care Hospital 592,Hyderabad,Multispeciality,1133.0,2097.0,75.0,YES,YES,No,No,2.7,4.9,2.8,51.0,59.0,70.0,4.8,No,Contactless Healthcare"
"H00593,Chennai Care Hospital 593,Hyderabad,Multispeciality,789.0,1631.0,7.0,YES,No,No,Yes,2.3,2.9,3.5,81.0,194.0,69.0,4.8,YES,Smart Hospital"
"H00594,Kochi Care Hospital 594,Chennai,Private,622.0,731.0,28.0,No,NO,No,No,2.1,2.4,2.5,96.0,147.0,75.0,3.7,No,Unknown"
"H00595,Mumbai Care Hospital 595,Hyderabad,Private,522.0,755.0,75.0,No,No,Yes,No,3.6,3.7,5.0,86.0,164.0,65.0,2.1,Yes,Unknown"
"H00596,Chennai Care Hospital 596,Mumbai,Multispeciality,1298.0,582.0,86.0,YES,No,Yes,Yes,3.8,2.4,3.3,95.0,176.0,54.0,3.3,Yes,Digital Patient Care"
"H00597,Pune Care Hospital 597,Hyderabad,Government,235.0,727.0,29.0,yes,Yes,No,No,2.0,2.5,4.8,68.0,214.0,62.0,4.5,YES,IoT Healthcare"
"H00598,Chennai Care Hospital 598,Delhi,Specialty,800.8190675017397,80.0,119.0,Yes,No,Yes,Yes,4.7,2.6,4.3,67.0,121.0,91.0,3.9,YES,Smart Hospital"
"H00599,Mumbai Care Hospital 599,Madurai,Government,800.8190675017397,118.0,150.0,YES,NO,No,Yes,2.2,5.0,3.6,84.0,35.0,50.0,4.4,No,AI Healthcare"
"H00600,Jaipur Care Hospital 600,Delhi,Specialty,117.0,1281.0,95.0,yes,Yes,No,No,3.5,3.9,2.6,58.0,174.0,82.0,3.5,No,Patient-Centric Care"
"H00601,Delhi Care Hospital 601,Delhi,Multispeciality,282.0,1922.0,112.0,YES,No,Yes,Yes,4.6,3.4,2.8,30.0,116.0,90.0,4.5,yes,Enhanced Security"
"H00602,Bengaluru Care Hospital 602,Hyderabad,Private,986.0,1367.0,110.0,YES,NO,No,Yes,2.4,2.1,4.9,88.0,152.0,75.0,2.6,Yes,Patient-Centric Care"
"H00603,Coimbatore Care Hospital 603,Hyderabad,Private,1033.0,2053.0,33.0,Yes,YES,Yes,No,4.2,2.0,2.2,32.0,116.0,75.0,4.6,yes,Digital Patient Care"
"H00604,Pune Care Hospital 604,Madurai,Specialty,824.0,1079.0,64.0,No,YES,No,Yes,3.5,3.9,3.5,73.0,84.0,75.0,4.1,No,Unknown"
"H00605,Delhi Care Hospital 605,Pune,Specialty,1438.0,208.0,71.0,YES,No,Yes,Yes,3.7,4.9,4.0,74.0,168.0,85.0,2.1,YES,Contactless Healthcare"
"H00606,Kochi Care Hospital 606,Jaipur,Private,196.0,983.0,75.0,YES,No,Yes,Yes,3.2,3.4,2.4,93.0,132.0,90.0,2.1,YES,Enhanced Security"
"H00607,Chennai Care Hospital 607,Chennai,Government,1101.0,1481.0,118.0,Yes,No,Yes,Yes,3.4,3.9,3.6,92.0,116.0,80.0,3.5,YES,IoT Healthcare"
"H00608,Coimbatore Care Hospital 608,Delhi,Government,485.0,346.0,45.0,No,YES,No,Yes,3.7,3.3,2.3,100.0,156.0,59.0,3.7,YES,Patient-Centric Care"
"H00609,Pune Care Hospital 609,Coimbatore,Private,501.0,338.0,59.0,YES,NO,No,Yes,3.3,4.1,2.4,41.0,82.0,69.0,3.7,yes,Enhanced Security"
"H00610,Mumbai Care Hospital 610,Bengaluru,Government,800.8190675017397,908.0,79.0,No,Yes,Yes,No,3.5,3.7,4.2,67.0,20.0,88.0,4.0,yes,Patient-Centric Care"
"H00611,Bengaluru Care Hospital 611,Madurai,Government,220.0,1382.0,43.0,YES,Yes,No,No,4.2,3.2,3.6,85.0,150.0,71.0,4.5,No,Smart Hospital"
"H00612,Madurai Care Hospital 612,Bengaluru,Multispeciality,285.0,1234.0,106.0,yes,NO,No,No,4.6,2.7,4.6,90.0,38.0,61.0,4.6,yes,Enhanced Security"
"H00613,Jaipur Care Hospital 613,Bengaluru,Specialty,1137.0,1642.0,40.0,Yes,Yes,Yes,Yes,3.0,2.2,3.5,81.0,131.0,99.0,3.3,Yes,AI Healthcare"
"H00614,Hyderabad Care Hospital 614,Hyderabad,Specialty,878.0,1753.0,19.0,Yes,Yes,No,Yes,3.6,4.8,3.6,62.0,114.0,77.0,3.7,yes,Enhanced Security"
"H00615,Coimbatore Care Hospital 615,Coimbatore,Specialty,1064.0,1520.0,75.0,No,NO,Yes,No,3.5,2.8,4.7,55.0,116.0,75.0,4.1,No,Green Hospital"
"H00616,Chennai Care Hospital 616,Madurai,Specialty,800.8190675017397,1961.0,51.0,Yes,Yes,Yes,Yes,4.2,4.0,4.7,67.0,212.0,84.0,3.5,No,Unknown"
"H00617,Bengaluru Care Hospital 617,Hyderabad,Government,479.0,874.0,117.0,Yes,No,Yes,No,3.5,2.7,4.7,33.0,87.0,73.0,4.7,No,AI Healthcare"
"H00618,Pune Care Hospital 618,Bengaluru,Specialty,216.0,493.0,78.0,YES,Yes,No,Yes,2.1,5.0,2.5,69.0,75.0,67.0,2.2,yes,Green Hospital"
"H00619,Kochi Care Hospital 619,Delhi,Specialty,800.8190675017397,1910.0,61.0,YES,NO,Yes,No,3.5,3.5,3.5,72.0,204.0,54.0,3.0,No,Digital Patient Care"
"H00620,Chennai Care Hospital 620,Kochi,Specialty,1475.0,2142.0,36.0,YES,YES,No,Yes,4.9,2.8,4.3,67.0,22.0,54.0,4.6,yes,IoT Healthcare"
"H00621,Delhi Care Hospital 621,Chennai,Multispeciality,487.0,162.0,62.0,Yes,YES,Yes,No,2.8,4.1,4.3,78.0,40.0,75.0,3.5,No,Unknown"
"H00622,Kochi Care Hospital 622,Hyderabad,Government,1224.0,1128.0,110.0,YES,Yes,Yes,No,4.6,3.4,3.5,91.0,174.0,94.0,3.5,YES,Green Hospital"
"H00623,Madurai Care Hospital 623,Coimbatore,Private,1243.0,1665.0,62.0,yes,No,No,No,2.9,2.5,2.7,41.0,94.0,57.0,2.4,Yes,Enhanced Security"
"H00624,Madurai Care Hospital 624,Jaipur,Specialty,700.0,211.0,51.0,yes,YES,No,Yes,4.5,3.5,2.2,52.0,116.0,62.0,3.1,yes,Enhanced Security"
"H00625,Delhi Care Hospital 625,Mumbai,Multispeciality,1185.0,361.0,16.0,Yes,YES,No,No,4.6,3.5,4.5,41.0,71.0,90.0,3.5,YES,Green Hospital"
"H00626,Hyderabad Care Hospital 626,Hyderabad,Multispeciality,422.0,1010.0,75.0,Yes,NO,No,Yes,3.8,4.5,2.3,66.0,150.0,51.0,4.5,yes,Smart Hospital"
"H00627,Bengaluru Care Hospital 627,Mumbai,Specialty,833.0,1272.0,135.0,No,NO,No,No,2.6,4.4,3.3,50.0,92.0,72.0,3.5,yes,AI Healthcare"
"H00628,Kochi Care Hospital 628,Madurai,Private,347.0,557.0,75.0,YES,No,No,No,4.3,2.9,4.9,67.0,84.0,100.0,3.1,YES,Green Hospital"
"H00629,Madurai Care Hospital 629,Madurai,Government,730.0,186.0,75.0,No,No,Yes,Yes,4.7,4.9,3.3,34.0,116.0,59.0,4.8,No,IoT Healthcare"
"H00630,Jaipur Care Hospital 630,Delhi,Government,1461.0,1433.0,42.0,YES,YES,No,No,4.3,4.5,4.5,32.0,139.0,74.0,2.4,YES,Contactless Healthcare"
"H00631,Mumbai Care Hospital 631,Coimbatore,Government,785.0,271.0,75.0,yes,No,No,Yes,2.4,4.1,3.5,71.0,184.0,50.0,3.5,YES,Unknown"
"H00632,Chennai Care Hospital 632,Bengaluru,Multispeciality,921.0,1128.0,73.0,YES,NO,Yes,Yes,3.7,3.7,3.1,92.0,18.0,99.0,4.7,No,Contactless Healthcare"
"H00633,Bengaluru Care Hospital 633,Hyderabad,Specialty,534.0,267.0,56.0,YES,Yes,Yes,Yes,3.6,3.0,3.6,83.0,65.0,75.0,3.0,YES,Smart Hospital"
"H00634,Bengaluru Care Hospital 634,Hyderabad,Government,1369.0,682.0,68.0,Yes,No,Yes,Yes,3.7,4.4,3.8,66.0,153.0,65.0,3.6,Yes,AI Healthcare"
"H00635,Chennai Care Hospital 635,Pune,Multispeciality,658.0,993.0,99.0,YES,No,Yes,No,2.5,4.3,3.3,67.0,49.0,91.0,4.2,YES,Enhanced Security"
"H00636,Pune Care Hospital 636,Bengaluru,Government,925.0,264.0,124.0,YES,NO,No,Yes,3.5,3.5,2.5,51.0,168.0,93.0,3.4,Yes,IoT Healthcare"
"H00637,Pune Care Hospital 637,Bengaluru,Government,420.0,1824.0,75.0,yes,NO,Yes,Yes,3.7,2.3,2.6,67.0,93.0,54.0,3.5,yes,Enhanced Security"
"H00638,Madurai Care Hospital 638,Coimbatore,Private,551.0,521.0,21.0,No,No,Yes,Yes,2.2,4.8,3.8,67.0,207.0,65.0,3.8,No,Enhanced Security"
