Hospital_ID,Hospital_Name,City,Hospital_Type,Beds,Daily_Patients,Avg_Wait_Time_Min,Contactless_Registration,Online_Appointment,Telemedicine,Digital_Health_Records,Cleanliness_Rating,Food_Service_Rating,Patient_Hospitality_Rating,CCTV_Coverage_Percentage,Security_Staff,Infection_Control_Score,Patient_Satisfaction,AI_Assisted_Services,Overall_Trend
H00575,Kochi Care Hospital 575,Pune,Private,1465,,11,YES,No,No,,3.4,2.9,4.2,93,125,63,3.6,yes,Green Hospital
H00576,Bengaluru Care Hospital 576,Jaipur,Specialty,1436,1389,38,yes,Yes,No,Yes,4.6,3.2,4.2,72,68,84,2.4,yes,
H00577,Bengaluru Care Hospital 577,Pune,Government,1080,1663,,yes,Yes,No,Yes,2.5,2.4,4.6,63,152,,3.6,,AI Healthcare
H00578,Delhi Care Hospital 578,Jaipur,Specialty,,,,YES,No,No,Yes,3.2,,3.3,68,22,56,,,Enhanced Security
H00579,Bengaluru Care Hospital 579,Kochi,Government,1412,798,111,Yes,NO,No,Yes,4.7,3,3.9,82,180,71,3.5,No,Digital Patient Care
H00580,Coimbatore Care Hospital 580,Kochi,Specialty,1318,97,48,yes,YES,Yes,Yes,4.9,2.8,2.6,32,79,70,3.3,YES,Contactless Healthcare
H00581,Madurai Care Hospital 581,Mumbai,Multispeciality,456,828,107,yes,YES,Yes,,4.2,4.7,2.3,84,38,,3.2,No,
H00582,Bengaluru Care Hospital 582,Chennai,Private,860,2131,76,YES,No,Yes,No,3.9,3.1,4.4,83,19,77,,YES,Smart Hospital
H00583,Mumbai Care Hospital 583,Bengaluru,,681,1004,39,YES,Yes,No,No,5,3,3.7,53,,85,2.2,Yes,Contactless Healthcare
H00584,Bengaluru Care Hospital 584,Bengaluru,Private,1471,161,92,No,No,,No,5,4.4,4.1,93,87,67,5,No,Contactless Healthcare
H00585,Kochi Care Hospital 585,Jaipur,Multispeciality,,1907,94,yes,NO,Yes,Yes,3.6,2.1,3.9,83,163,59,2.4,Yes,Contactless Healthcare
H00586,Jaipur Care Hospital 586,Coimbatore,Specialty,172,567,35,yes,,No,Yes,3.5,4.3,3.8,77,218,94,,Yes,Green Hospital
H00587,Mumbai Care Hospital 587,Pune,Multispeciality,1278,1377,14,Yes,YES,Yes,Yes,4.7,2.2,4.6,56,,83,3.5,YES,Green Hospital
H00588,Mumbai Care Hospital 588,Pune,Private,400,865,146,YES,Yes,No,,2.7,3.5,4,32,197,73,,Yes,IoT Healthcare
H00589,Hyderabad Care Hospital 589,,Multispeciality,434,1829,35,,,Yes,No,4.4,4.2,4.7,75,75,72,2.2,YES,Green Hospital
H00590,Pune Care Hospital 590,Jaipur,Multispeciality,1141,,40,No,NO,No,Yes,2.5,2,2.9,57,135,79,,Yes,Patient-Centric Care
H00591,Jaipur Care Hospital 591,Bengaluru,Specialty,1414,1366,,YES,No,Yes,No,4.8,2.7,4.9,,114,78,3.8,,Enhanced Security
H00592,Bengaluru Care Hospital 592,,Multispeciality,1133,2097,,YES,YES,No,No,2.7,4.9,2.8,51,59,70,4.8,No,Contactless Healthcare
H00593,Chennai Care Hospital 593,Hyderabad,,789,1631,7,YES,No,No,Yes,2.3,2.9,,81,194,69,4.8,YES,Smart Hospital
H00594,Kochi Care Hospital 594,Chennai,Private,622,731,28,No,NO,No,No,2.1,2.4,2.5,96,147,,3.7,,
H00595,Mumbai Care Hospital 595,,,522,755,,No,No,Yes,No,3.6,3.7,5,86,164,65,2.1,Yes,
H00596,Chennai Care Hospital 596,Mumbai,Multispeciality,1298,582,86,YES,No,Yes,,3.8,2.4,3.3,95,176,54,3.3,Yes,Digital Patient Care
H00597,Pune Care Hospital 597,,Government,235,727,29,yes,Yes,No,No,2,2.5,4.8,68,214,62,4.5,YES,IoT Healthcare
H00598,Chennai Care Hospital 598,Delhi,Specialty,,80,119,Yes,No,Yes,Yes,4.7,2.6,4.3,,121,91,3.9,YES,Smart Hospital
H00599,Mumbai Care Hospital 599,Madurai,Government,,118,150,YES,NO,No,Yes,2.2,5,3.6,84,35,50,4.4,No,AI Healthcare
H00600,Jaipur Care Hospital 600,Delhi,Specialty,117,1281,95,yes,Yes,No,No,3.5,3.9,2.6,58,174,82,,No,Patient-Centric Care
H00601,Delhi Care Hospital 601,Delhi,Multispeciality,282,1922,112,YES,No,Yes,,4.6,3.4,2.8,30,,90,4.5,yes,Enhanced Security
H00602,Bengaluru Care Hospital 602,Hyderabad,Private,986,1367,110,,NO,No,Yes,2.4,2.1,4.9,88,152,,2.6,Yes,Patient-Centric Care
H00603,Coimbatore Care Hospital 603,,Private,1033,2053,33,Yes,YES,Yes,No,4.2,2,2.2,32,,75,4.6,yes,Digital Patient Care
H00604,Pune Care Hospital 604,Madurai,Specialty,824,1079,64,No,YES,No,Yes,,3.9,,73,84,,4.1,No,
H00605,Delhi Care Hospital 605,Pune,Specialty,1438,208,71,YES,No,Yes,Yes,3.7,4.9,4,74,168,85,2.1,YES,Contactless Healthcare
H00606,Kochi Care Hospital 606,Jaipur,Private,196,983,,,No,Yes,Yes,3.2,3.4,2.4,93,132,90,2.1,YES,Enhanced Security
H00607,Chennai Care Hospital 607,Chennai,Government,1101,1481,118,Yes,,Yes,Yes,3.4,3.9,3.6,92,,80,,YES,IoT Healthcare
H00608,Coimbatore Care Hospital 608,Delhi,,485,346,45,No,YES,No,,3.7,3.3,2.3,100,156,59,3.7,YES,Patient-Centric Care
H00609,Pune Care Hospital 609,Coimbatore,Private,501,338,59,YES,NO,No,,3.3,4.1,2.4,41,82,69,3.7,yes,Enhanced Security
H00610,Mumbai Care Hospital 610,Bengaluru,Government,,908,79,No,Yes,Yes,No,,3.7,4.2,,20,88,4,yes,Patient-Centric Care
H00611,Bengaluru Care Hospital 611,Madurai,Government,220,1382,43,,Yes,No,No,4.2,3.2,3.6,85,150,71,4.5,,Smart Hospital
H00612,Madurai Care Hospital 612,Bengaluru,Multispeciality,285,1234,106,yes,NO,No,No,4.6,2.7,4.6,90,38,61,4.6,yes,Enhanced Security
H00613,Jaipur Care Hospital 613,Bengaluru,Specialty,1137,1642,40,Yes,Yes,Yes,Yes,3,2.2,3.5,81,131,99,3.3,Yes,AI Healthcare
H00614,Hyderabad Care Hospital 614,,Specialty,878,1753,19,Yes,Yes,No,Yes,3.6,4.8,3.6,62,114,77,3.7,yes,Enhanced Security
H00615,Coimbatore Care Hospital 615,Coimbatore,Specialty,1064,1520,,No,NO,Yes,No,3.5,2.8,4.7,55,,,4.1,,Green Hospital
H00616,Chennai Care Hospital 616,Madurai,Specialty,,1961,51,Yes,Yes,Yes,Yes,4.2,4,4.7,,212,84,,,
H00617,Bengaluru Care Hospital 617,Hyderabad,Government,479,874,117,Yes,No,Yes,No,3.5,2.7,4.7,33,87,73,4.7,No,AI Healthcare
H00618,Pune Care Hospital 618,Bengaluru,Specialty,216,493,78,,Yes,No,,2.1,5,2.5,69,75,67,2.2,yes,Green Hospital
H00619,Kochi Care Hospital 619,Delhi,,,1910,61,,NO,Yes,No,,,,72,204,54,3,,Digital Patient Care
H00620,Chennai Care Hospital 620,Kochi,Specialty,1475,2142,36,YES,YES,No,,4.9,2.8,4.3,,22,54,4.6,yes,IoT Healthcare
H00621,Delhi Care Hospital 621,Chennai,Multispeciality,487,162,62,Yes,YES,Yes,No,2.8,4.1,4.3,78,40,,,No,
H00622,Kochi Care Hospital 622,,Government,1224,,110,YES,Yes,Yes,No,4.6,3.4,3.5,91,174,94,,YES,Green Hospital
H00623,Madurai Care Hospital 623,Coimbatore,Private,1243,1665,62,yes,No,No,No,2.9,2.5,2.7,41,94,57,2.4,Yes,Enhanced Security
H00624,Madurai Care Hospital 624,Jaipur,Specialty,700,211,51,yes,YES,No,Yes,4.5,3.5,2.2,52,,62,3.1,yes,Enhanced Security
H00625,Delhi Care Hospital 625,Mumbai,Multispeciality,1185,361,16,Yes,YES,No,No,4.6,,4.5,41,71,90,,YES,Green Hospital
H00626,Hyderabad Care Hospital 626,,Multispeciality,422,1010,,Yes,NO,,Yes,3.8,4.5,2.3,66,150,51,4.5,yes,Smart Hospital
H00627,Bengaluru Care Hospital 627,Mumbai,Specialty,833,1272,135,No,NO,No,No,2.6,4.4,3.3,50,92,72,3.5,yes,AI Healthcare
H00628,Kochi Care Hospital 628,Madurai,Private,347,557,,YES,No,No,No,4.3,2.9,4.9,,84,100,3.1,YES,Green Hospital
H00629,Madurai Care Hospital 629,Madurai,Government,730,186,,No,No,Yes,Yes,4.7,4.9,3.3,34,,59,4.8,No,IoT Healthcare
H00630,Jaipur Care Hospital 630,Delhi,,1461,1433,42,YES,YES,No,No,4.3,4.5,4.5,32,139,74,2.4,YES,Contactless Healthcare
H00631,Mumbai Care Hospital 631,Coimbatore,,785,271,,yes,,No,Yes,2.4,4.1,,71,184,50,,YES,
H00632,Chennai Care Hospital 632,Bengaluru,Multispeciality,921,,73,YES,NO,,Yes,3.7,3.7,3.1,92,18,99,4.7,No,Contactless Healthcare
H00633,Bengaluru Care Hospital 633,Hyderabad,Specialty,534,267,56,YES,Yes,Yes,Yes,3.6,3,3.6,83,65,,3,YES,Smart Hospital
H00634,Bengaluru Care Hospital 634,,Government,1369,682,68,Yes,No,,Yes,3.7,4.4,3.8,66,153,65,3.6,Yes,AI Healthcare
H00635,Chennai Care Hospital 635,Pune,Multispeciality,658,993,99,,,Yes,No,2.5,4.3,3.3,,49,91,4.2,YES,Enhanced Security
H00636,Pune Care Hospital 636,Bengaluru,Government,925,264,124,YES,NO,No,Yes,3.5,3.5,2.5,51,168,93,3.4,Yes,IoT Healthcare
H00637,Pune Care Hospital 637,Bengaluru,Government,420,1824,,yes,NO,Yes,Yes,3.7,2.3,2.6,,93,54,,yes,Enhanced Security
H00638,Madurai Care Hospital 638,Coimbatore,Private,551,521,21,No,,Yes,Yes,2.2,4.8,3.8,67,207,65,3.8,No,Enhanced Security
H00639,Kochi Care Hospital 639,Hyderabad,,382,1107,117,,Yes,No,Yes,3.4,3.7,2.9,76,91,60,2.9,Yes,IoT Healthcare
H00640,Jaipur Care Hospital 640,Mumbai,Multispeciality,1328,,,yes,YES,No,No,3.2,,2.2,69,25,74,3.3,Yes,AI Healthcare
H00641,Madurai Care Hospital 641,Hyderabad,Multispeciality,1393,2076,33,Yes,NO,No,Yes,2,3.4,4.4,42,66,80,3,yes,Enhanced Security
H00642,Pune Care Hospital 642,Mumbai,Specialty,,1546,23,No,NO,Yes,No,4,4.3,,95,56,79,2.1,Yes,Smart Hospital
H00643,Chennai Care Hospital 643,Bengaluru,Specialty,,141,,YES,No,Yes,Yes,2.7,3.9,2.4,52,70,65,2.4,yes,Patient-Centric Care
H00644,Madurai Care Hospital 644,Hyderabad,Multispeciality,946,1686,,yes,No,Yes,Yes,3.4,4.3,3.8,57,157,64,4.9,yes,AI Healthcare
H00645,Hyderabad Care Hospital 645,Delhi,Government,1052,1301,38,Yes,NO,Yes,Yes,2.3,4.8,5,83,219,59,3.8,YES,
H00646,Bengaluru Care Hospital 646,Kochi,Government,1403,361,48,yes,YES,No,No,4.7,2.5,3.6,,90,73,3.4,YES,Digital Patient Care
H00647,Kochi Care Hospital 647,Delhi,Specialty,,1066,12,No,NO,No,No,3.6,3.8,4,50,188,66,4.7,yes,Green Hospital
H00648,Madurai Care Hospital 648,Kochi,Private,1145,625,,Yes,,No,,4.8,,2.7,87,159,73,2.4,yes,Patient-Centric Care
H00649,Mumbai Care Hospital 649,Madurai,Private,,1109,132,No,YES,Yes,Yes,2.1,4.5,2.8,48,21,73,3.4,Yes,Smart Hospital
H00650,Delhi Care Hospital 650,Coimbatore,Private,708,1597,71,YES,Yes,No,Yes,3.1,4.1,3.6,65,200,82,4.1,yes,Green Hospital
H00651,Mumbai Care Hospital 651,Hyderabad,Specialty,1440,342,58,No,YES,No,No,2.3,3.8,3.4,58,157,,4.7,yes,Patient-Centric Care
H00652,Jaipur Care Hospital 652,Chennai,Government,774,2011,131,yes,,No,Yes,2.5,4.6,4.9,77,122,98,4.2,yes,Digital Patient Care
H00653,Bengaluru Care Hospital 653,Kochi,Government,1071,1850,116,Yes,,Yes,Yes,5,4.4,2.5,,137,74,2.8,YES,Enhanced Security
H00654,Madurai Care Hospital 654,Kochi,,877,403,145,Yes,NO,No,Yes,3.9,5,3.8,89,85,89,,No,Enhanced Security
H00655,Pune Care Hospital 655,,Specialty,511,87,53,YES,Yes,No,Yes,4.2,,3.5,,7,94,2.9,,
H00656,Madurai Care Hospital 656,Coimbatore,Specialty,903,1386,89,YES,YES,No,No,4.3,4.7,4.9,57,97,93,4.6,YES,Patient-Centric Care
H00657,Mumbai Care Hospital 657,Coimbatore,Multispeciality,1057,571,33,No,YES,Yes,No,4.8,3.4,3.5,58,,,3,No,IoT Healthcare
H00658,Madurai Care Hospital 658,Madurai,Multispeciality,1360,977,139,Yes,YES,No,No,4.3,3.9,3.8,47,29,93,,,
H00659,Coimbatore Care Hospital 659,Delhi,Government,1241,2159,39,No,Yes,Yes,Yes,2,3,,53,121,66,4.4,,Digital Patient Care
H00660,Jaipur Care Hospital 660,Pune,Multispeciality,1317,2143,136,yes,No,Yes,Yes,3.8,2.5,3.9,61,,62,3.6,yes,
H00661,Madurai Care Hospital 661,Coimbatore,Private,121,1688,27,No,Yes,,,3.1,3.2,4.9,,,84,2.5,YES,Green Hospital
H00662,Mumbai Care Hospital 662,Pune,Multispeciality,937,330,36,No,YES,No,No,3.7,4.2,2.3,87,5,55,3.8,No,Green Hospital
H00663,Chennai Care Hospital 663,Chennai,Government,445,385,46,No,Yes,Yes,No,4.6,3.5,,74,82,90,,yes,IoT Healthcare
H00664,Kochi Care Hospital 664,Coimbatore,Multispeciality,372,518,65,No,,Yes,No,4.1,3.8,3.3,84,78,96,3.8,Yes,Contactless Healthcare
H00665,Delhi Care Hospital 665,Coimbatore,Specialty,804,,,yes,No,Yes,No,4.6,4.6,2.3,97,102,98,4.6,yes,Smart Hospital
H00666,Hyderabad Care Hospital 666,Coimbatore,Private,971,1138,29,No,No,Yes,Yes,,4.4,3.2,100,113,100,2.7,yes,AI Healthcare
H00667,Chennai Care Hospital 667,Bengaluru,Private,,,16,,No,Yes,Yes,4,2.8,3.7,49,19,97,3.2,YES,AI Healthcare
H00668,Pune Care Hospital 668,Chennai,,1018,1366,29,No,NO,Yes,Yes,3.3,3.1,2.2,31,136,94,4.4,Yes,Green Hospital
H00669,Chennai Care Hospital 669,Delhi,Government,153,2089,98,YES,,Yes,No,3.2,4.8,4.6,33,58,64,4.9,,Green Hospital
H00670,Coimbatore Care Hospital 670,Chennai,Private,279,994,111,yes,Yes,Yes,Yes,4.8,3.7,4,76,70,91,2.8,Yes,Contactless Healthcare
H00671,Kochi Care Hospital 671,Madurai,Private,666,2112,77,Yes,No,Yes,No,2.5,4.7,3.1,45,,54,2.3,Yes,Smart Hospital
H00672,Pune Care Hospital 672,Pune,Government,1463,791,57,,Yes,No,No,2.7,3,3.7,,81,,3.9,Yes,Digital Patient Care
H00673,Madurai Care Hospital 673,Hyderabad,Specialty,974,187,30,,NO,Yes,No,2.1,2.1,4,95,74,88,2.6,Yes,IoT Healthcare
H00674,Madurai Care Hospital 674,Delhi,Private,1073,221,103,yes,YES,,No,,3.6,2.3,34,7,,2.8,Yes,Enhanced Security
H00675,Chennai Care Hospital 675,Jaipur,Private,1479,,62,YES,YES,No,,4.7,2.9,,67,45,55,4,,Patient-Centric Care
H00676,Coimbatore Care Hospital 676,Hyderabad,Multispeciality,865,1863,27,Yes,YES,No,Yes,4.7,4.3,3.2,64,201,99,2.6,Yes,Smart Hospital
H00677,Hyderabad Care Hospital 677,Coimbatore,Private,505,1948,102,yes,No,No,No,4.1,2.9,3.8,59,220,54,4.4,Yes,Green Hospital
H00678,Jaipur Care Hospital 678,Pune,Multispeciality,575,898,78,yes,No,Yes,Yes,2.2,4.8,3.9,86,45,62,3,yes,Digital Patient Care
H00679,Kochi Care Hospital 679,,Government,638,,34,yes,Yes,Yes,Yes,,2.5,4.1,70,176,76,2.2,No,Smart Hospital
H00680,Bengaluru Care Hospital 680,Coimbatore,Private,1225,498,127,No,YES,Yes,No,,4.9,2.4,90,119,85,4.5,YES,Patient-Centric Care
H00681,Bengaluru Care Hospital 681,Hyderabad,,151,1500,,Yes,YES,Yes,No,3.7,2.2,3.3,88,,56,3.8,YES,Green Hospital
H00682,Mumbai Care Hospital 682,Coimbatore,Government,1260,,105,No,No,Yes,No,3.7,3,4.7,45,156,92,2.1,YES,IoT Healthcare
H00683,Mumbai Care Hospital 683,Mumbai,Specialty,355,1813,96,,Yes,No,No,3.9,4.5,2.4,64,30,90,3.3,YES,IoT Healthcare
H00684,Delhi Care Hospital 684,,Private,88,233,116,,NO,Yes,Yes,4.9,4.8,,77,187,98,5,YES,
H00685,Hyderabad Care Hospital 685,Madurai,Multispeciality,1083,1334,28,No,Yes,No,Yes,4.3,2.5,,85,35,97,3,,Contactless Healthcare
H00686,Hyderabad Care Hospital 686,Delhi,Specialty,,1910,85,,No,Yes,Yes,,4,4.5,77,99,93,4.9,No,AI Healthcare
H00687,Jaipur Care Hospital 687,Hyderabad,Multispeciality,876,132,30,YES,YES,Yes,No,3.2,2.3,4.4,,172,87,3.8,YES,Smart Hospital
H00688,Madurai Care Hospital 688,Hyderabad,Multispeciality,240,1064,123,Yes,Yes,Yes,Yes,5,5,3.9,81,145,54,2.3,,Contactless Healthcare
H00689,Madurai Care Hospital 689,Delhi,Specialty,1176,793,121,No,YES,No,,4.8,3.5,4.2,74,18,,4.4,yes,Patient-Centric Care
H00690,Pune Care Hospital 690,Jaipur,Private,436,,105,yes,YES,Yes,Yes,2.7,,3.4,34,195,74,3.3,YES,Smart Hospital
H00691,Chennai Care Hospital 691,Madurai,Multispeciality,,1178,49,Yes,NO,Yes,No,4.1,2.8,3.6,34,37,76,3.5,No,Smart Hospital
H00692,Delhi Care Hospital 692,,Specialty,,2111,,No,No,,No,2,3,3.4,54,69,88,3.8,Yes,AI Healthcare
H00693,Jaipur Care Hospital 693,Mumbai,Specialty,1455,102,140,Yes,YES,No,Yes,3.6,4.7,2.1,,,78,,yes,Patient-Centric Care
H00694,Bengaluru Care Hospital 694,Mumbai,Multispeciality,548,72,137,No,No,Yes,Yes,2.5,4.6,2.9,40,82,72,3.9,Yes,AI Healthcare
H00695,Pune Care Hospital 695,Mumbai,Multispeciality,333,1817,73,YES,NO,No,Yes,3.5,2.2,4,83,106,66,3.5,Yes,Enhanced Security
H00696,Bengaluru Care Hospital 696,Hyderabad,Multispeciality,752,1504,9,Yes,,,,2.6,4.1,3.1,41,183,59,,,Green Hospital
H00697,Madurai Care Hospital 697,Delhi,Specialty,1455,,,yes,,Yes,No,2.6,3.8,2.7,52,175,55,4.7,,Smart Hospital
H00698,Madurai Care Hospital 698,Hyderabad,Government,,1760,45,YES,NO,No,No,4.8,3.9,2.5,58,152,,2.2,YES,Smart Hospital
H00699,Bengaluru Care Hospital 699,Hyderabad,Private,997,1876,25,yes,No,No,Yes,4,,3.9,58,116,58,4.3,yes,Digital Patient Care
H00700,Bengaluru Care Hospital 700,Mumbai,Government,1340,425,45,YES,No,,,3.8,2.8,4.7,97,43,93,3.7,yes,AI Healthcare
H00701,Bengaluru Care Hospital 701,Bengaluru,Government,563,1411,112,No,,Yes,No,4.9,,3.3,97,105,62,3.1,Yes,Smart Hospital
H00702,Madurai Care Hospital 702,Jaipur,,,873,13,yes,Yes,No,,3.1,3.5,,45,135,83,2.5,,Green Hospital
H00703,Delhi Care Hospital 703,Madurai,Private,636,,73,yes,YES,No,No,,,2.9,60,32,100,3.3,Yes,IoT Healthcare
H00704,Jaipur Care Hospital 704,Jaipur,Specialty,601,1174,,YES,No,No,No,2.8,3.9,4.7,60,,56,3.8,No,Enhanced Security
H00705,Jaipur Care Hospital 705,Pune,Multispeciality,1428,1871,38,YES,YES,Yes,No,2.7,3.7,,74,201,61,3.2,YES,IoT Healthcare
H00706,Hyderabad Care Hospital 706,,Government,200,1215,18,No,Yes,No,No,3,4.5,3.5,95,213,64,4.3,,Enhanced Security
H00707,Madurai Care Hospital 707,Pune,Specialty,287,543,80,No,,Yes,Yes,,4.4,3.2,,9,98,2.2,No,AI Healthcare
H00708,Mumbai Care Hospital 708,Delhi,Specialty,615,,122,yes,Yes,Yes,No,2,4.9,3.2,63,140,,,Yes,Green Hospital
H00709,Pune Care Hospital 709,Hyderabad,Multispeciality,1424,201,39,yes,,Yes,No,4,3.4,4.8,49,111,62,,No,
H00710,Pune Care Hospital 710,Coimbatore,Specialty,1182,540,89,Yes,YES,No,No,3.5,2.4,3.2,77,41,83,4.7,No,Contactless Healthcare
H00711,Mumbai Care Hospital 711,,Specialty,1178,1136,,YES,YES,No,,2.6,3.7,2.2,51,209,60,2.7,yes,Patient-Centric Care
H00712,Kochi Care Hospital 712,Chennai,Multispeciality,137,1185,6,yes,YES,Yes,Yes,,3.5,4.1,98,132,86,4.9,YES,IoT Healthcare
H00713,Chennai Care Hospital 713,Kochi,,973,,32,YES,NO,No,No,2.9,4.2,4.6,94,80,95,2.8,No,
H00714,Delhi Care Hospital 714,Delhi,Specialty,1498,1228,110,No,No,Yes,Yes,2.3,3.7,4.5,67,115,85,4.6,No,Enhanced Security
H00715,Jaipur Care Hospital 715,Mumbai,Specialty,654,496,65,Yes,YES,No,No,2.1,3,2.2,44,63,58,2.6,No,Enhanced Security
H00716,Coimbatore Care Hospital 716,Coimbatore,Specialty,1270,1462,60,yes,NO,No,No,2.6,2.3,4.7,40,134,55,2.1,No,IoT Healthcare
H00717,Delhi Care Hospital 717,Chennai,Multispeciality,677,221,,yes,Yes,Yes,Yes,3.2,2.5,2.2,92,141,80,3.8,No,Green Hospital
H00718,Kochi Care Hospital 718,Mumbai,Specialty,336,131,59,,YES,Yes,Yes,4,5,3,47,204,,3.2,,Patient-Centric Care
H00719,Hyderabad Care Hospital 719,Madurai,Multispeciality,1176,809,64,YES,YES,No,Yes,4.2,4.6,4.8,54,198,62,4.5,YES,
H00720,Mumbai Care Hospital 720,Pune,Private,1061,1951,7,No,No,No,Yes,2.8,3.6,2.5,81,93,89,2.7,YES,Patient-Centric Care
H00721,Kochi Care Hospital 721,Coimbatore,Government,403,385,64,,,No,Yes,2.8,4.5,3,68,,69,2.6,yes,Enhanced Security
H00722,Jaipur Care Hospital 722,Kochi,Specialty,1266,705,143,yes,No,Yes,No,3.5,2,2.5,97,66,66,2.2,yes,Patient-Centric Care
H00723,Pune Care Hospital 723,Chennai,Government,931,1609,148,YES,No,No,Yes,3.9,4.9,3.4,38,31,95,4,No,Green Hospital
H00724,Pune Care Hospital 724,Mumbai,Multispeciality,175,872,5,Yes,YES,Yes,Yes,3.3,4.8,4.3,61,216,51,4.6,yes,Enhanced Security
H00725,Kochi Care Hospital 725,Chennai,Specialty,364,2105,115,YES,Yes,Yes,No,3.7,4.6,2.3,,,53,3.6,YES,Smart Hospital
H00726,Coimbatore Care Hospital 726,Madurai,Private,405,1998,,No,No,No,,3.6,3.7,5,74,51,88,2.2,yes,Patient-Centric Care
H00727,Bengaluru Care Hospital 727,Madurai,Specialty,921,433,88,No,YES,Yes,Yes,4.6,,4.2,42,,,3.4,YES,Contactless Healthcare
H00728,Madurai Care Hospital 728,Pune,Private,840,1786,22,YES,No,,Yes,4.8,3.7,4.8,70,,80,2.8,,Patient-Centric Care
H00729,Hyderabad Care Hospital 729,Pune,Government,1394,347,108,No,NO,Yes,Yes,3.3,3.2,3.6,83,165,72,5,YES,Contactless Healthcare
H00730,Pune Care Hospital 730,Jaipur,Government,300,120,127,Yes,YES,No,No,2.1,3.1,,93,213,87,2.2,Yes,Enhanced Security
H00731,Chennai Care Hospital 731,,Specialty,827,1390,35,,Yes,Yes,No,2.1,,4.3,30,,52,4,No,Digital Patient Care
H00732,Pune Care Hospital 732,Hyderabad,Multispeciality,1144,449,27,YES,,No,Yes,3,,4.9,74,173,,2,No,
H00733,Coimbatore Care Hospital 733,,Specialty,883,1203,23,yes,Yes,Yes,Yes,2.6,2.1,3.8,97,34,96,3.2,yes,Patient-Centric Care
H00734,Bengaluru Care Hospital 734,Pune,Specialty,545,955,139,yes,NO,Yes,Yes,5,3.6,,79,148,96,,YES,IoT Healthcare
H00735,Mumbai Care Hospital 735,Delhi,Specialty,1386,1144,62,No,NO,No,,2.7,4.7,3,54,164,54,3,No,Green Hospital
H00736,Delhi Care Hospital 736,Pune,Government,893,1841,132,No,No,,Yes,3.5,4.8,4.6,49,77,50,4.5,YES,Digital Patient Care
H00737,Delhi Care Hospital 737,Hyderabad,Private,267,219,67,,,Yes,Yes,2.2,4.7,3.5,99,21,69,4,yes,IoT Healthcare
H00738,Bengaluru Care Hospital 738,Jaipur,Private,154,1521,119,YES,NO,Yes,No,3.4,2.3,4.9,33,180,88,3.3,yes,Contactless Healthcare
H00739,Delhi Care Hospital 739,Pune,,219,1313,132,,No,Yes,Yes,4.6,3.4,2.1,59,52,93,4.1,Yes,Contactless Healthcare
H00740,Jaipur Care Hospital 740,,Private,506,2173,80,yes,Yes,No,Yes,2.4,2.4,3.8,,197,51,4.3,yes,Green Hospital
H00741,Delhi Care Hospital 741,,,471,245,49,,No,Yes,No,3.5,3.3,2.3,42,13,54,3.1,YES,
H00742,Pune Care Hospital 742,Coimbatore,Private,834,404,32,Yes,Yes,Yes,No,4,4.5,2.9,,172,71,2.6,YES,
H00743,Pune Care Hospital 743,Coimbatore,Multispeciality,951,1267,117,Yes,Yes,No,No,3.3,3.4,3.7,34,211,,2.4,No,
H00744,Delhi Care Hospital 744,Chennai,Private,315,505,98,Yes,NO,Yes,Yes,2.6,2.6,2.2,,204,93,3.8,YES,
H00745,Delhi Care Hospital 745,Jaipur,Private,958,828,,No,No,Yes,No,,2,4.4,99,176,83,2.6,YES,IoT Healthcare
H00746,Pune Care Hospital 746,Hyderabad,Multispeciality,315,67,56,Yes,No,Yes,Yes,4.9,3.1,3.2,99,58,56,2.9,,Contactless Healthcare
H00747,Pune Care Hospital 747,Bengaluru,,551,2085,47,,No,No,No,5,2.2,4.7,74,213,90,3.2,No,AI Healthcare
H00748,Pune Care Hospital 748,Coimbatore,Multispeciality,1215,506,53,Yes,Yes,Yes,Yes,2.5,5,3.2,93,62,57,3.3,No,Green Hospital
H00749,Bengaluru Care Hospital 749,Mumbai,Multispeciality,1223,2038,91,No,No,Yes,No,3.6,3.6,3.3,97,164,64,2.2,YES,Patient-Centric Care
H00750,Coimbatore Care Hospital 750,Kochi,Multispeciality,656,683,28,YES,No,Yes,Yes,4.5,4,4.4,,174,79,4.9,Yes,Green Hospital
H00751,Madurai Care Hospital 751,Pune,Private,718,1323,58,Yes,No,Yes,No,4.6,2.8,3.2,58,174,98,4.9,yes,Digital Patient Care
H00752,Kochi Care Hospital 752,Hyderabad,,,561,38,Yes,Yes,No,Yes,4.4,,2.3,42,138,59,2.2,,Enhanced Security
H00753,Pune Care Hospital 753,Hyderabad,Specialty,208,1041,105,No,No,Yes,Yes,3.3,2.7,2.5,85,112,,4.1,,Patient-Centric Care
H00754,Delhi Care Hospital 754,Jaipur,,478,82,44,Yes,YES,Yes,No,4.8,4.5,3.2,84,163,,3.9,YES,Smart Hospital
H00755,Madurai Care Hospital 755,Hyderabad,Multispeciality,1191,1103,12,No,YES,Yes,Yes,4.2,3.4,4.5,50,119,60,2.8,yes,
H00756,Kochi Care Hospital 756,Madurai,Government,1008,1244,55,No,Yes,Yes,No,,2.1,4.1,34,27,90,3.2,yes,IoT Healthcare
H00757,Chennai Care Hospital 757,,Specialty,414,1983,117,yes,Yes,Yes,No,4,4.6,2.2,44,220,,3.2,No,Patient-Centric Care
